method,features,lags,mas,f1,precision,recall,cm
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_5_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_5_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_5_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_5_value')",0.011976047904191617,0.006578947368421052,0.06666666666666667,"[[1101  151]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_5_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_5_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_6_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_6_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_6_value')",0.023255813953488372,0.012738853503184714,0.13333333333333333,"[[1097  155]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_6_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_6_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_7_value')",0.011904761904761904,0.006535947712418301,0.06666666666666667,"[[1100  152]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_7_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_8_value')",0.0,0.0,0.0,"[[1101  151]
 [  15    0]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_8_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_9_value')",0.024844720496894408,0.0136986301369863,0.13333333333333333,"[[1108  144]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_10_value')",0.012048192771084338,0.006622516556291391,0.06666666666666667,"[[1102  150]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_3_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_3_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_5_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_5_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_5_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_5_value')",0.024390243902439025,0.013422818791946308,0.13333333333333333,"[[1105  147]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_5_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_5_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_6_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_6_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_6_value')",0.012578616352201259,0.006944444444444444,0.06666666666666667,"[[1109  143]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_6_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_6_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_7_value')",0.03468208092485549,0.0189873417721519,0.2,"[[1097  155]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_7_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_8_value')",0.023391812865497075,0.01282051282051282,0.13333333333333333,"[[1098  154]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_8_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_9_value')",0.0125,0.006896551724137931,0.06666666666666667,"[[1108  144]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_10_value')",0.025157232704402517,0.013888888888888888,0.13333333333333333,"[[1110  142]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_4_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_4_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_6_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_6_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_6_value')",0.012903225806451613,0.007142857142857143,0.06666666666666667,"[[1113  139]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_6_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_6_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_7_value')",0.037037037037037035,0.02040816326530612,0.2,"[[1108  144]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_7_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_8_value')",0.025157232704402517,0.013888888888888888,0.13333333333333333,"[[1110  142]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_8_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_9_value')",0.012121212121212121,0.006666666666666667,0.06666666666666667,"[[1103  149]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_10_value')",0.024691358024691357,0.013605442176870748,0.13333333333333333,"[[1107  145]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_5_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_5_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_7_value')",0.0,0.0,0.0,"[[1099  153]
 [  15    0]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_7_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_7_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_8_value')",0.012345679012345678,0.006802721088435374,0.06666666666666667,"[[1106  146]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_8_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_9_value')",0.012048192771084338,0.006622516556291391,0.06666666666666667,"[[1102  150]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_10_value')",0.012269938650306749,0.006756756756756757,0.06666666666666667,"[[1105  147]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_6_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_6_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_7_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_7_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_7_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_7_value', 'ma_8_value')",0.01282051282051282,0.0070921985815602835,0.06666666666666667,"[[1112  140]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_7_value', 'ma_8_value']","('lag_3_value', 'lag_10_value')","('ma_7_value', 'ma_8_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_7_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_7_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_7_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_7_value', 'ma_9_value')",0.025477707006369428,0.014084507042253521,0.13333333333333333,"[[1112  140]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_7_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_7_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_7_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_7_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_7_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_7_value', 'ma_10_value')",0.02531645569620253,0.013986013986013986,0.13333333333333333,"[[1111  141]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_7_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_7_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_8_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_8_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_8_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_8_value', 'ma_9_value')",0.012422360248447204,0.00684931506849315,0.06666666666666667,"[[1107  145]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_8_value', 'ma_9_value']","('lag_3_value', 'lag_10_value')","('ma_8_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_8_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_8_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_8_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_8_value', 'ma_10_value')",0.0,0.0,0.0,"[[1095  157]
 [  15    0]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_8_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_8_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_9_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_9_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_9_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_9_value', 'ma_10_value')",0.024691358024691357,0.013605442176870748,0.13333333333333333,"[[1107  145]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_3_value', 'lag_10_value', 'ma_9_value', 'ma_10_value']","('lag_3_value', 'lag_10_value')","('ma_9_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_3_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_3_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_3_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_3_value')",0.024390243902439025,0.013422818791946308,0.13333333333333333,"[[1105  147]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_3_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_3_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_4_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_4_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_4_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_4_value')",0.0,0.0,0.0,"[[1102  150]
 [  15    0]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_4_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_4_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_5_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_5_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_5_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_5_value')",0.037037037037037035,0.02040816326530612,0.2,"[[1108  144]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_5_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_5_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_6_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_6_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_6_value')",0.03468208092485549,0.0189873417721519,0.2,"[[1097  155]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_6_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_6_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_7_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_7_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_7_value')",0.011976047904191617,0.006578947368421052,0.06666666666666667,"[[1101  151]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_7_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_7_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_8_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_4_value', 'lag_5_value', 'ma_2_value', 'ma_8_value']","('lag_4_value', 'lag_5_value')","('ma_2_value', 'ma_8_value')",0.024096385542168676,0.013245033112582781,0.13333333333333333,"[[1103  149]
 [  13    2]]"
