method,features,lags,mas,f1,precision,recall,cm
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_7_value', 'ma_8_value']","('lag_1_value', 'lag_6_value')","('ma_7_value', 'ma_8_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_7_value', 'ma_9_value']","('lag_1_value', 'lag_6_value')","('ma_7_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_7_value', 'ma_9_value']","('lag_1_value', 'lag_6_value')","('ma_7_value', 'ma_9_value')",0.048484848484848485,0.02666666666666667,0.26666666666666666,"[[1106  146]
 [  11    4]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_7_value', 'ma_9_value']","('lag_1_value', 'lag_6_value')","('ma_7_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_7_value', 'ma_10_value']","('lag_1_value', 'lag_6_value')","('ma_7_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_7_value', 'ma_10_value']","('lag_1_value', 'lag_6_value')","('ma_7_value', 'ma_10_value')",0.023952095808383235,0.013157894736842105,0.13333333333333333,"[[1102  150]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_7_value', 'ma_10_value']","('lag_1_value', 'lag_6_value')","('ma_7_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_8_value', 'ma_9_value']","('lag_1_value', 'lag_6_value')","('ma_8_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_8_value', 'ma_9_value']","('lag_1_value', 'lag_6_value')","('ma_8_value', 'ma_9_value')",0.03508771929824561,0.019230769230769232,0.2,"[[1099  153]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_8_value', 'ma_9_value']","('lag_1_value', 'lag_6_value')","('ma_8_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_8_value', 'ma_10_value']","('lag_1_value', 'lag_6_value')","('ma_8_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_8_value', 'ma_10_value']","('lag_1_value', 'lag_6_value')","('ma_8_value', 'ma_10_value')",0.03529411764705882,0.01935483870967742,0.2,"[[1100  152]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_8_value', 'ma_10_value']","('lag_1_value', 'lag_6_value')","('ma_8_value', 'ma_10_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_9_value', 'ma_10_value']","('lag_1_value', 'lag_6_value')","('ma_9_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_9_value', 'ma_10_value']","('lag_1_value', 'lag_6_value')","('ma_9_value', 'ma_10_value')",0.03636363636363636,0.02,0.2,"[[1105  147]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_6_value', 'ma_9_value', 'ma_10_value']","('lag_1_value', 'lag_6_value')","('ma_9_value', 'ma_10_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_3_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_3_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_3_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_3_value')",0.012422360248447204,0.00684931506849315,0.06666666666666667,"[[1107  145]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_3_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_3_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_4_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_4_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_4_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_4_value')",0.011695906432748537,0.00641025641025641,0.06666666666666667,"[[1097  155]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_4_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_4_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_5_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_5_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_5_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_5_value')",0.036585365853658534,0.020134228187919462,0.2,"[[1106  146]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_5_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_5_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_6_value')",0.011695906432748537,0.00641025641025641,0.06666666666666667,"[[1097  155]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_6_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_7_value')",0.023529411764705882,0.012903225806451613,0.13333333333333333,"[[1099  153]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_7_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_8_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_8_value')",0.012578616352201259,0.006944444444444444,0.06666666666666667,"[[1109  143]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_8_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_9_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_9_value')",0.03428571428571429,0.01875,0.2,"[[1095  157]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_9_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_10_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_10_value')",0.023121387283236993,0.012658227848101266,0.13333333333333333,"[[1096  156]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_2_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_2_value', 'ma_10_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_4_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_4_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_4_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_4_value')",0.03636363636363636,0.02,0.2,"[[1105  147]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_4_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_4_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_5_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_5_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_5_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_5_value')",0.05263157894736842,0.029197080291970802,0.26666666666666666,"[[1119  133]
 [  11    4]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_5_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_5_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_6_value')",0.038461538461538464,0.02127659574468085,0.2,"[[1114  138]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_6_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_7_value')",0.059880239520958084,0.03289473684210526,0.3333333333333333,"[[1105  147]
 [  10    5]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_7_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_8_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_8_value')",0.037267080745341616,0.02054794520547945,0.2,"[[1109  143]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_8_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_9_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_9_value')",0.024844720496894408,0.0136986301369863,0.13333333333333333,"[[1108  144]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_9_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_10_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_10_value')",0.03550295857988166,0.01948051948051948,0.2,"[[1101  151]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_3_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_3_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_5_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_5_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_5_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_5_value')",0.03614457831325301,0.019867549668874173,0.2,"[[1104  148]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_5_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_5_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_6_value')",0.02247191011235955,0.012269938650306749,0.13333333333333333,"[[1091  161]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_6_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_7_value')",0.012578616352201259,0.006944444444444444,0.06666666666666667,"[[1109  143]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_7_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_8_value')",0.024691358024691357,0.013605442176870748,0.13333333333333333,"[[1107  145]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_8_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_9_value')",0.03592814371257485,0.019736842105263157,0.2,"[[1103  149]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_10_value')",0.03508771929824561,0.019230769230769232,0.2,"[[1099  153]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_4_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_4_value', 'ma_10_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_6_value')",0.023809523809523808,0.013071895424836602,0.13333333333333333,"[[1101  151]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_6_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_6_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_7_value')",0.012658227848101266,0.006993006993006993,0.06666666666666667,"[[1110  142]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_7_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_8_value')",0.023529411764705882,0.012903225806451613,0.13333333333333333,"[[1099  153]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_8_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_9_value')",0.023809523809523808,0.013071895424836602,0.13333333333333333,"[[1101  151]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_9_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_9_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_10_value')",0.024390243902439025,0.013422818791946308,0.13333333333333333,"[[1105  147]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_5_value', 'ma_10_value']","('lag_1_value', 'lag_7_value')","('ma_5_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_6_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_6_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_6_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_6_value', 'ma_7_value')",0.012121212121212121,0.006666666666666667,0.06666666666666667,"[[1103  149]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_6_value', 'ma_7_value']","('lag_1_value', 'lag_7_value')","('ma_6_value', 'ma_7_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_1_value', 'lag_7_value', 'ma_6_value', 'ma_8_value']","('lag_1_value', 'lag_7_value')","('ma_6_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
